0,0
-0.2001553422,-0.1307001071
-0.4003106844,-0.2614002141
-0.6004660266,-0.3921003212
-0.8006213689,-0.5228004282
-1.0007767111,-0.6535005353
-1.2009320533,-0.7842006423
-1.4010873955,-0.9149007494
-1.6012427377,-1.0456008564
-1.8013980799,-1.1763009635
-2.0015534221,-1.3070010705
-2.2017087644,-1.4377011776
-2.4018641066,-1.5684012846
-2.6020194488,-1.6991013917
-2.802174791,-1.8298014987
-3.0023301332,-1.9605016058
-3.2024854754,-2.0912017129
-3.4026408176,-2.2219018199
-3.6027961598,-2.352601927
-3.8029515021,-2.483302034
-4.0031068443,-2.6140021411
-4.2032621865,-2.7447022481
-4.4034175287,-2.8754023552
-4.6035728709,-3.0061024622
-4.8037282131,-3.1368025693
-5.0038835553,-3.2675026763
-5.2040388976,-3.3982027834
-5.4041942398,-3.5289028904
-5.604349582,-3.6596029975
-5.8045049242,-3.7903031045
-6.0046602664,-3.9210032116
-6.2048156086,-4.0517033187
-6.4049709508,-4.1824034257
-6.6051262931,-4.3131035328
-6.8052816353,-4.4438036398
-7.0054369775,-4.5745037469
-7.2055923197,-4.7052038539
-7.4057476619,-4.835903961
-7.6059030041,-4.966604068
-7.8060583463,-5.0973041751
-8.0062136885,-5.2280042821
-8.2063690308,-5.3587043892
-8.406524373,-5.4894044962
-8.6066797152,-5.6201046033
-8.8068350574,-5.7508047103
-9.0069903996,-5.8815048174
-9.2071457418,-6.0122049245
-9.407301084,-6.1429050315
-9.6074564263,-6.2736051386
-9.8076117685,-6.4043052456
-10.0077671107,-6.5350053527
-10.2079224529,-6.6657054597
-10.4080777951,-6.7964055668
-10.6082331373,-6.9271056738
-10.8083884795,-7.0578057809
-11.0085438218,-7.1885058879
-11.208699164,-7.319205995
-11.4088545062,-7.449906102
-11.6090098484,-7.5806062091
-11.8091651906,-7.7113063161
-12.0093205328,-7.8420064232
-12.209475875,-7.9727065303
-12.4096312172,-8.1034066373
-12.6097865595,-8.2341067444
-12.8099419017,-8.3648068514
-13.0100972439,-8.4955069585
-13.2102525861,-8.6262070655
-13.4104079283,-8.7569071726
-13.6105632705,-8.8876072796
-13.8107186127,-9.0183073867
-14.010873955,-9.1490074937
-14.2110292972,-9.2797076008
-14.4111846394,-9.4104077078
-14.6113399816,-9.5411078149
-14.8114953238,-9.6718079219
-15.011650666,-9.802508029
-15.2118060082,-9.933208136
-15.4119613505,-10.0639082431
-15.6121166927,-10.1946083502
-15.8122720349,-10.3253084572
-16.0124273771,-10.4560085643
-16.2125827193,-10.5867086713
-16.4127380615,-10.7174087784
-16.6128934037,-10.8481088854
-16.8130487459,-10.9788089925
-17.0132040882,-11.1095090995
-17.2133594304,-11.2402092066
-17.4135147726,-11.3709093136
-17.6136701148,-11.5016094207
-17.813825457,-11.6323095277
-18.0139807992,-11.7630096348
-18.2141361414,-11.8937097418
-18.4142914837,-12.0244098489
-18.6144468259,-12.155109956
-18.8146021681,-12.285810063
