30.643121,-96.479078,0.25
30.643121,-96.4790735045,0.25
30.643121,-96.4790690091,0.25
30.643121,-96.4790645136,0.25
30.643121,-96.4790600181,0.25
30.643121,-96.4790555227,0.75
30.643121,-96.4790510272,0.75
30.643121,-96.4790465317,0.75
30.643121,-96.4790420363,0.75
30.643121,-96.4790375408,0.75
30.643121,-96.4790330453,0.75
30.643121,-96.4790285499,0.75
30.643121,-96.4790240544,0.75
30.643121,-96.4790195589,0.75
30.643121,-96.4790150635,0.75
30.643121,-96.479010568,0.75
30.643121,-96.4790060725,0.75
30.643121,-96.479001577,0.75
30.643121,-96.4789970816,0.75
30.643121,-96.4789925861,0.75
30.643121,-96.4789880906,0.75
30.643121,-96.4789835952,0.75
30.643121,-96.4789790997,0.75
30.643121,-96.4789746042,0.25
30.6431299909,-96.4789683825,0.25
30.6431389819,-96.4789683825,0.25
30.6431479728,-96.4789683825,0.25
30.6431538852,-96.4789683825,0.25
